Id,Separation,Trust,ServiceMark,Condition,Photo,Photos,Manufacturer,Model,Badge,BadgeDetail,Transmission,FuelType,Year,FormYear,Mileage,HomeServiceProgress,HomeServiceVerification,ServiceCopyCar,Price,SellType,BuyType,ModifiedDate,OfficeCityState,OfficeName,DealerName,AdWords,Hotmark,Powerpack,SalesStatus,Lease,LeaseType,AcceptanceCharge,MonthLeasePrice,MonthLeaseRest,MonthLeaseTotal,Deposit,ResidualValue,Succession
40442671,['B'],"['ExtendWarranty', 'HomeService']","['EncarMeetgo', 'EncarDiagnosisP1']","['Inspection', 'Record', 'Resume']",/carpicture03/pic4043/40438604_,"[{'type': '001', 'location': '/carpicture03/pic4043/40438604_001.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture03/pic4043/40438604_003.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture03/pic4043/40438604_004.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture03/pic4043/40438604_007.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6 LPi (렌터카),스마트,오토,LPG(일반인 구입),202301.0,2023,1108.0,,Y,DUPLICATION,2050.0,일반,['Delivery'],2025-09-08 11:39:02.000 +09,경기,주식회사 지오모터스,김세준,,,,,,,,,,,,,
40391086,['B'],['Warranty'],['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture09/pic4039/40391086_,"[{'type': '001', 'location': '/carpicture09/pic4039/40391086_001.jpg', 'updatedDate': '2025-08-27T08:38:08Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture09/pic4039/40391086_003.jpg', 'updatedDate': '2025-08-27T08:38:08Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture09/pic4039/40391086_004.jpg', 'updatedDate': '2025-08-27T08:38:08Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture09/pic4039/40391086_007.jpg', 'updatedDate': '2025-08-27T08:38:08Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202004.0,2021,86299.0,,,ORIGINAL,1790.0,일반,[],2025-09-08 11:38:05.000 +09,서울,(주) 더 이룸카,김무현,,,,,,,,,,,,,
40373152,['B'],"['ExtendWarranty', 'HomeService']","['EncarMeetgo', 'EncarDiagnosisP1']","['Inspection', 'Record', 'Resume']",/carpicture05/pic4035/40354195_,"[{'type': '001', 'location': '/carpicture05/pic4035/40354195_001.jpg', 'updatedDate': '2025-08-25T05:36:46Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture05/pic4035/40354195_003.jpg', 'updatedDate': '2025-08-25T05:36:46Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture05/pic4035/40354195_004.jpg', 'updatedDate': '2025-08-25T05:36:46Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture05/pic4035/40354195_007.jpg', 'updatedDate': '2025-08-25T05:36:46Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202006.0,2021,26581.0,,Y,DUPLICATION,1940.0,일반,['Delivery'],2025-09-08 11:38:05.000 +09,경기,(주)에스비즈,안성수,,,,,,,,,,,,,
40284608,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture08/pic4028/40284608_,"[{'type': '001', 'location': '/carpicture08/pic4028/40284608_001.jpg', 'updatedDate': '2025-08-13T02:37:37Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture08/pic4028/40284608_003.jpg', 'updatedDate': '2025-08-13T02:37:37Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture08/pic4028/40284608_004.jpg', 'updatedDate': '2025-08-13T02:37:37Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture08/pic4028/40284608_007.jpg', 'updatedDate': '2025-08-13T02:37:37Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202006.0,2021,57481.0,,,ORIGINAL,1620.0,일반,[],2025-09-08 11:38:05.000 +09,경기,블루오토,황태환,,,,,,,,,,,,,
40410271,['B'],['Warranty'],['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture01/pic4041/40410271_,"[{'type': '001', 'location': '/carpicture01/pic4041/40410271_001.jpg', 'updatedDate': '2025-08-29T06:38:24Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture01/pic4041/40410271_003.jpg', 'updatedDate': '2025-08-29T06:38:24Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture01/pic4041/40410271_004.jpg', 'updatedDate': '2025-08-29T06:38:24Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture01/pic4041/40410271_007.jpg', 'updatedDate': '2025-08-29T06:38:24Z', 'ordering': 7.0}]",현대,아반떼 (CN7),2.0 N,,오토,가솔린,202206.0,2022,33473.0,,,ORIGINAL,2720.0,일반,[],2025-09-08 11:38:05.000 +09,서울,주식회사 영모터스,백경원,포커넘버1111/무칠무교환/휠타이어100%컨디션/오일교환완료/A급,08;09;24,,,,,,,,,,,
40229336,['B'],['Warranty'],['EncarDiagnosisP0'],"['Inspection', 'Record']",/carpicture02/pic4022/40229336_,"[{'type': '001', 'location': '/carpicture02/pic4022/40229336_001.jpg', 'updatedDate': '2025-08-04T05:35:55Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture02/pic4022/40229336_003.jpg', 'updatedDate': '2025-08-04T05:35:55Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture02/pic4022/40229336_004.jpg', 'updatedDate': '2025-08-04T05:35:55Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture02/pic4022/40229336_007.jpg', 'updatedDate': '2025-08-04T05:35:55Z', 'ordering': 7.0}]",현대,아반떼 (CN7),2.0 N,,수동,가솔린,202109.0,2022,29625.0,,,ORIGINAL,2430.0,일반,[],2025-09-08 11:38:05.000 +09,서울,주식회사 영모터스,백경원,"완전무사고/문콕,휠기스없음/특A급/비흡연/흡기,알칸타라/버킷?",19;24;29,,,,,,,,,,,
40252552,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture05/pic4025/40252552_,"[{'type': '001', 'location': '/carpicture05/pic4025/40252552_001.jpg', 'updatedDate': '2025-08-07T00:38:18Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture05/pic4025/40252552_003.jpg', 'updatedDate': '2025-08-07T00:38:18Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture05/pic4025/40252552_004.jpg', 'updatedDate': '2025-08-07T00:38:18Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture05/pic4025/40252552_007.jpg', 'updatedDate': '2025-08-07T00:38:18Z', 'ordering': 7.0}]",현대,아반떼 (CN7),2.0 N,,오토,가솔린,202302.0,2023,28251.0,,,ORIGINAL,2220.0,일반,[],2025-09-08 11:38:05.000 +09,경기,로또모터스,김민수,,14;15;13,엔카 실촬영,,,,,,,,,,
40320544,['B'],"['ExtendWarranty', 'HomeService']","['EncarMeetgo', 'EncarDiagnosisP1']","['Inspection', 'Record', 'Resume']",/carpicture10/pic4030/40305656_,"[{'type': '001', 'location': '/carpicture10/pic4030/40305656_001.jpg', 'updatedDate': '2025-08-18T06:26:39Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture10/pic4030/40305656_003.jpg', 'updatedDate': '2025-08-18T06:26:39Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture10/pic4030/40305656_004.jpg', 'updatedDate': '2025-08-18T06:26:39Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture10/pic4030/40305656_007.jpg', 'updatedDate': '2025-08-18T06:26:39Z', 'ordering': 7.0}]",현대,아반떼 (CN7),2.0 N,,오토,가솔린,202201.0,2022,86683.0,,Y,DUPLICATION,2290.0,일반,['Delivery'],2025-09-08 11:38:02.000 +09,경기,(주)빅보스모터스,전진오,,,,,,,,,,,,,
40156811,['B'],[],[],['Inspection'],/carpicture05/pic4015/40156811_,"[{'type': '001', 'location': '/carpicture05/pic4015/40156811_001.jpg', 'updatedDate': '2025-07-23T08:38:20Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture05/pic4015/40156811_003.jpg', 'updatedDate': '2025-07-23T08:38:20Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture05/pic4015/40156811_004.jpg', 'updatedDate': '2025-07-23T08:38:20Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture05/pic4015/40156811_007.jpg', 'updatedDate': '2025-07-23T08:38:20Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202207.0,2023,1314.0,,,ORIGINAL,1800.0,일반,[],2025-09-08 11:38:02.000 +09,경기,온드림모터스,김경수,,02;10;12,제조사보증/1인신조/최고등급/정비완료/짧은키로수,,,,,,,,,,
39928738,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture02/pic3992/39928738_,"[{'type': '001', 'location': '/carpicture02/pic3992/39928738_001.jpg', 'updatedDate': '2025-06-24T01:37:01Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture02/pic3992/39928738_003.jpg', 'updatedDate': '2025-06-24T01:37:01Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture02/pic3992/39928738_004.jpg', 'updatedDate': '2025-06-24T01:37:01Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture02/pic3992/39928738_007.jpg', 'updatedDate': '2025-06-24T01:37:01Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202102.0,2021,25639.0,,,ORIGINAL,1570.0,일반,[],2025-09-08 11:38:02.000 +09,서울,(주)뉴카뱅크,김창호,,,,,,,,,,,,,
39780871,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture08/pic3978/39780871_,"[{'type': '001', 'location': '/carpicture08/pic3978/39780871_001.jpg', 'updatedDate': '2025-06-02T06:49:48Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture08/pic3978/39780871_003.jpg', 'updatedDate': '2025-06-02T06:49:48Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture08/pic3978/39780871_004.jpg', 'updatedDate': '2025-06-02T06:49:48Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture08/pic3978/39780871_007.jpg', 'updatedDate': '2025-06-02T06:49:48Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202004.0,2021,59513.0,,,ORIGINAL,1690.0,일반,[],2025-09-08 11:38:02.000 +09,강원,국제자동차,이용선,,14;15;13,엔카 실촬영,,,,,,,,,,
40135569,['B'],[],[],['Inspection'],/carpicture03/pic4013/40135569_,"[{'type': '001', 'location': '/carpicture03/pic4013/40135569_001.jpg', 'updatedDate': '2025-07-22T00:36:57Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture03/pic4013/40135569_003.jpg', 'updatedDate': '2025-07-22T00:36:57Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture03/pic4013/40135569_004.jpg', 'updatedDate': '2025-07-22T00:36:57Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture03/pic4013/40135569_007.jpg', 'updatedDate': '2025-07-22T00:36:57Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202006.0,2021,110716.0,,,ORIGINAL,1330.0,일반,[],2025-09-08 11:38:02.000 +09,경기,롯데렌탈,T카 용인매매센터,,14;15;13,엔카 실촬영,,,,,,,,,,
40125181,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture02/pic4012/40125181_,"[{'type': '001', 'location': '/carpicture02/pic4012/40125181_001.jpg', 'updatedDate': '2025-07-18T08:38:12Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture02/pic4012/40125181_003.jpg', 'updatedDate': '2025-07-18T08:38:12Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture02/pic4012/40125181_004.jpg', 'updatedDate': '2025-07-18T08:38:12Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture02/pic4012/40125181_007.jpg', 'updatedDate': '2025-07-18T08:38:12Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202107.0,2021,90506.0,,,ORIGINAL,1650.0,일반,[],2025-09-08 11:38:02.000 +09,경기,위드카,서안수,무사고급/1인차주/정네비/썬룹/17인치알로이훨/,09;10;19,,,,,,,,,,,
40466793,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture06/pic4046/40466793_,"[{'type': '001', 'location': '/carpicture06/pic4046/40466793_001.jpg', 'updatedDate': '2025-09-05T08:12:20Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture06/pic4046/40466793_003.jpg', 'updatedDate': '2025-09-05T08:12:20Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture06/pic4046/40466793_004.jpg', 'updatedDate': '2025-09-05T08:12:20Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture06/pic4046/40466793_007.jpg', 'updatedDate': '2025-09-05T08:12:20Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202305.0,2023,60966.0,,,ORIGINAL,1990.0,일반,[],2025-09-08 11:38:02.000 +09,서울,애플카,곽창신,,,,,,,,,,,,,
40455426,['B'],['Warranty'],['EncarDiagnosisP2'],"['Inspection', 'InspectionDirect', 'Record', 'Resume']",/carpicture05/pic4045/40455426_,"[{'type': '001', 'location': '/carpicture05/pic4045/40455426_027.jpg', 'updatedDate': '2025-09-05T02:34:18Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture05/pic4045/40455426_003.jpg', 'updatedDate': '2025-09-05T02:34:18Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture05/pic4045/40455426_004.jpg', 'updatedDate': '2025-09-05T02:34:18Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture05/pic4045/40455426_007.jpg', 'updatedDate': '2025-09-05T02:34:18Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202006.0,2021,49239.0,,,ORIGINAL,1730.0,일반,[],2025-09-08 11:38:02.000 +09,서울,(주)마이원카,이경채,[1인소유관리][보험이력0원]인포내비/디스플레이/ECM/비흡연,09;10;19,,,,,,,,,,,
40181953,['B'],['Warranty'],['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture08/pic4018/40181953_,"[{'type': '001', 'location': '/carpicture08/pic4018/40181953_001.jpg', 'updatedDate': '2025-07-29T00:36:10Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture08/pic4018/40181953_003.jpg', 'updatedDate': '2025-07-29T00:36:10Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture08/pic4018/40181953_004.jpg', 'updatedDate': '2025-07-29T00:36:10Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture08/pic4018/40181953_007.jpg', 'updatedDate': '2025-07-29T00:36:10Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6 LPi (렌터카),스마트,오토,LPG(일반인 구입),202210.0,2023,49612.0,,,ORIGINAL,1520.0,일반,[],2025-09-08 11:38:02.000 +09,서울,롯데렌탈,T카 강서매매센터,,,,CONTRACT,,,,,,,,,
40295952,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture09/pic4029/40295952_,"[{'type': '001', 'location': '/carpicture09/pic4029/40295952_001.jpg', 'updatedDate': '2025-08-26T09:08:00Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture09/pic4029/40295952_003.jpg', 'updatedDate': '2025-08-26T09:08:00Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture09/pic4029/40295952_004.jpg', 'updatedDate': '2025-08-26T09:08:00Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture09/pic4029/40295952_007.jpg', 'updatedDate': '2025-08-26T09:08:00Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202005.0,2021,40542.0,,,ORIGINAL,1640.0,일반,[],2025-09-08 11:38:02.000 +09,경기,워너비카,우동건,,,,,,,,,,,,,
40369717,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture06/pic4036/40369717_,"[{'type': '001', 'location': '/carpicture06/pic4036/40369717_001.jpg', 'updatedDate': '2025-08-25T05:38:26Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture06/pic4036/40369717_003.jpg', 'updatedDate': '2025-08-25T05:38:26Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture06/pic4036/40369717_004.jpg', 'updatedDate': '2025-08-25T05:38:26Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture06/pic4036/40369717_007.jpg', 'updatedDate': '2025-08-25T05:38:26Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202201.0,2022,10835.0,,,ORIGINAL,2070.0,일반,[],2025-09-08 11:38:02.000 +09,경기,위드카,서민석,무사고/내비*후방/열선*통풍/전동*메모리시트/17인치 휠,13;14;15,,,,,,,,,,,
40320576,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture02/pic4032/40320576_,"[{'type': '001', 'location': '/carpicture02/pic4032/40320576_001.jpg', 'updatedDate': '2025-08-18T06:38:09Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture02/pic4032/40320576_003.jpg', 'updatedDate': '2025-08-18T06:38:09Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture02/pic4032/40320576_004.jpg', 'updatedDate': '2025-08-18T06:38:09Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture02/pic4032/40320576_007.jpg', 'updatedDate': '2025-08-18T06:38:09Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202107.0,2021,56668.0,,,ORIGINAL,1495.0,일반,[],2025-09-08 11:38:02.000 +09,충남,CAR유모터스,최찬호,#하이패스시스템+ECM룸미러#인포테인먼트내비#열선+통풍,13;14;15,,,,,,,,,,,
40334866,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture03/pic4033/40334866_,"[{'type': '001', 'location': '/carpicture03/pic4033/40334866_001.jpg', 'updatedDate': '2025-08-20T00:37:42Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture03/pic4033/40334866_003.jpg', 'updatedDate': '2025-08-20T00:37:42Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture03/pic4033/40334866_004.jpg', 'updatedDate': '2025-08-20T00:37:42Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture03/pic4033/40334866_007.jpg', 'updatedDate': '2025-08-20T00:37:42Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202207.0,2023,64908.0,,,ORIGINAL,1600.0,일반,[],2025-09-08 11:38:02.000 +09,서울,롯데렌탈,T카 강서매매센터,,14;15;13,엔카 실촬영,,,,,,,,,,
40397093,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture09/pic4039/40397093_,"[{'type': '001', 'location': '/carpicture09/pic4039/40397093_001.jpg', 'updatedDate': '2025-08-28T03:14:51Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture09/pic4039/40397093_003.jpg', 'updatedDate': '2025-08-28T03:14:51Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture09/pic4039/40397093_004.jpg', 'updatedDate': '2025-08-28T03:14:51Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture09/pic4039/40397093_007.jpg', 'updatedDate': '2025-08-28T03:14:51Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202108.0,2021,76655.0,,,ORIGINAL,1550.0,일반,[],2025-09-08 11:38:02.000 +09,서울,애플카,곽창신,,,,,,,,,,,,,
40438604,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture03/pic4043/40438604_,"[{'type': '001', 'location': '/carpicture03/pic4043/40438604_001.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture03/pic4043/40438604_003.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture03/pic4043/40438604_004.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture03/pic4043/40438604_007.jpg', 'updatedDate': '2025-09-03T01:38:24Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6 LPi (렌터카),스마트,오토,LPG(일반인 구입),202301.0,2023,1108.0,,,ORIGINAL,2050.0,일반,[],2025-09-08 11:38:02.000 +09,경기,주식회사 지오모터스,김세준,"*임판(신차급)*버튼시동*17인치휠*NOPAINT,TAX100%*신2181만원",06;22;29,,,,,,,,,,,
40447816,['B'],"['Warranty', 'ExtendWarranty']",['EncarDiagnosisP0'],"['Inspection', 'Record', 'Resume']",/carpicture04/pic4044/40447816_,"[{'type': '001', 'location': '/carpicture04/pic4044/40447816_001.jpg', 'updatedDate': '2025-09-03T07:38:35Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture04/pic4044/40447816_003.jpg', 'updatedDate': '2025-09-03T07:38:35Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture04/pic4044/40447816_004.jpg', 'updatedDate': '2025-09-03T07:38:35Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture04/pic4044/40447816_007.jpg', 'updatedDate': '2025-09-03T07:38:35Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202109.0,2021,55535.0,,,ORIGINAL,1900.0,일반,[],2025-09-08 11:38:02.000 +09,서울,(주)인카오토,임건우,"엔카무사고보증,1인신조,비흡연,동급최저가,기름만넣고타세요",10;24;26,,,,,,,,,,,
40411028,['B'],[],[],"['Inspection', 'Record']",/carpicture01/pic4041/40411028_,"[{'type': '001', 'location': '/carpicture01/pic4041/40411028_001.jpg', 'updatedDate': '2025-08-29T04:37:15Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture01/pic4041/40411028_003.jpg', 'updatedDate': '2025-08-29T04:37:15Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture01/pic4041/40411028_004.jpg', 'updatedDate': '2025-08-29T04:37:15Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture01/pic4041/40411028_007.jpg', 'updatedDate': '2025-08-29T04:37:15Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202010.0,2021,81382.0,,,ORIGINAL,1849.0,일반,[],2025-09-08 11:38:02.000 +09,대구,현모터스,신현재,완전무사고/메모리시트/스마트크루즈/후측방/차선이탈등,10;09;26,,,,,,,,,,,
40209303,['B'],"['ExtendWarranty', 'HomeService']","['EncarMeetgo', 'EncarDiagnosisP1']","['Inspection', 'Record', 'Resume']",/carpicture10/pic4020/40208722_,"[{'type': '001', 'location': '/carpicture10/pic4020/40208722_001.jpg', 'updatedDate': '2025-07-31T01:37:13Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture10/pic4020/40208722_003.jpg', 'updatedDate': '2025-07-31T01:37:13Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture10/pic4020/40208722_004.jpg', 'updatedDate': '2025-07-31T01:37:13Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture10/pic4020/40208722_007.jpg', 'updatedDate': '2025-07-31T01:37:13Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6 터보 N Line,인스퍼레이션,오토,가솔린,202203.0,2023,32900.0,,Y,DUPLICATION,2270.0,일반,['Delivery'],2025-09-08 11:37:35.000 +09,울산,스타자동차매매상사,소병정,,,,,,,,,,,,,
40065242,['B'],"['ExtendWarranty', 'HomeService']","['EncarMeetgo', 'EncarDiagnosisP1']","['Inspection', 'Record', 'Resume']",/carpicture05/pic4005/40057733_,"[{'type': '001', 'location': '/carpicture05/pic4005/40057733_001.jpg', 'updatedDate': '2025-07-10T07:07:12Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture05/pic4005/40057733_003.jpg', 'updatedDate': '2025-07-10T07:07:12Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture05/pic4005/40057733_004.jpg', 'updatedDate': '2025-07-10T07:07:12Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture05/pic4005/40057733_007.jpg', 'updatedDate': '2025-07-10T07:07:12Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202111.0,2022,37526.0,,Y,DUPLICATION,2129.0,일반,['Delivery'],2025-09-08 11:37:27.000 +09,부산,박준표중고차,박준표,,,,,,,,,,,,,
40476911,['B'],[],[],"['Inspection', 'Record', 'Resume']",/carpicture07/pic4047/40476911_,"[{'type': '001', 'location': '/carpicture07/pic4047/40476911_001.jpg', 'updatedDate': '2025-09-08T00:17:03Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture07/pic4047/40476911_003.jpg', 'updatedDate': '2025-09-08T00:17:03Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture07/pic4047/40476911_004.jpg', 'updatedDate': '2025-09-08T00:17:03Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture07/pic4047/40476911_007.jpg', 'updatedDate': '2025-09-08T00:17:03Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,모던,오토,가솔린,202203.0,2022,22641.0,,,ORIGINAL,1880.0,일반,[],2025-09-08 11:37:10.000 +09,서울,삼진자동차 ,황봉용,,,,,,,,,,,,,
40296098,['B'],"['HomeService', 'Meetgo']",['EncarMeetgo'],"['Inspection', 'Record', 'Resume']",/carpicture04/pic4014/40145260_,"[{'type': '001', 'location': '/carpicture04/pic4014/40145260_001.jpg', 'updatedDate': '2025-07-22T06:16:16Z', 'ordering': 1.0}, {'type': '003', 'location': '/carpicture04/pic4014/40145260_003.jpg', 'updatedDate': '2025-07-22T06:16:16Z', 'ordering': 3.0}, {'type': '004', 'location': '/carpicture04/pic4014/40145260_004.jpg', 'updatedDate': '2025-07-22T06:16:16Z', 'ordering': 4.0}, {'type': '007', 'location': '/carpicture04/pic4014/40145260_007.jpg', 'updatedDate': '2025-07-22T06:16:16Z', 'ordering': 7.0}]",현대,아반떼 (CN7),1.6,인스퍼레이션,오토,가솔린,202112.0,2022,50166.0,,,DUPLICATION,1850.0,일반,"['Delivery', 'Visit']",2025-09-08 11:37:06.000 +09,서울,에이스모터스,김민석,,,,,,,,,,,,,
